SL 2022,https://www.youtube.com/watch?v=wvMwP4R5W-4&ab_channel=SLFestudvalg,71,,
@lkymia 2021,https://www.youtube.com/watch?v=t7DsZQmlHbg&t=121s&ab_channel=alkymiaalkymia,65,,
FUT 2023 - Futtemanden,https://www.youtube.com/watch?v=xJWFHN2rQlU&ab_channel=FUTIngeni%C3%B8rernesFestudvalg,30,,
Kapsejlads Igen,https://www.youtube.com/watch?v=sJz4kI8Ag1o&ab_channel=PartysympaticusProductions,35,,
SL 2024,https://www.youtube.com/watch?v=VCQ68dkGbYE&ab_channel=SLFestudvalg,15,,
Apo 2020,https://www.youtube.com/watch?v=lq0tO9Nwt6k&ab_channel=Apollonia-Tandl%C3%A6geskolensfestudvalg,25,,
Psykologi 2019,https://www.youtube.com/watch?v=QO6JMtB0Ujs&ab_channel=PsykologiKapsejlads,66,,
Apo 2024,https://www.youtube.com/watch?v=q9EvE9OVgtM&ab_channel=Apollonia-Tandl%C3%A6geskolensfestudvalg,10,,
Profus - Sut Vores Pagaj 2025,https://www.youtube.com/watch?v=H7bq4W0B7W0&ab_channel=ProfusKapsejlads,4,,
PF 2022,https://www.youtube.com/watch?v=56LQlQ94KS4&ab_channel=PF-PolitologiskForening,20,,
FUT 2021,https://www.youtube.com/watch?v=9DPr4OYF-Bo&ab_channel=ViktorS%C3%B8ndergaard,25,,
Det fucking sejt at drikke(Hele sangen),https://soundcloud.com/claesjensen/det-fucking-sejt-at-drikke,0,,
